,AnonID,Q37_x,Q37_y,scores,scores_i,scores_f,compound_i,compound_f,sentiment_change
61,11a06b488cfe630aa3e887e7655b6f021f7b8d2e,"Maintaining a constant presence was very helpful for my students.  I tried to post on Teams a few times a day, often just sharing interesting new astronomy discoveries, a daily series of useless of facts, and reminders about assignments and tips on studying.  While we suspended our regular class evaluations, I had ~50% participation in an informal assessment survey on the course management page.  It was very useful.  Students indicated focusing on studying was harder, they had to work harder to stay on top of things, they preferred in-person, and that my changes to the course and my engagement was very helpful, especially when compared to other classes.","I found that students were more willing to work remotely in groups doing exercises in Spring 2020 after March after having doing group activities in class and at-home  in groups than they were in Fall 2020, never having had the opportunity to build a sense of community in person that they had in other semesters.","{'neg': 0.0, 'neu': 0.949, 'pos': 0.051, 'compound': 0.4215}","{'neg': 0.05, 'neu': 0.784, 'pos': 0.166, 'compound': 0.9149}","{'neg': 0.0, 'neu': 0.949, 'pos': 0.051, 'compound': 0.4215}",0.9149,0.4215,-0.49340000000000006
78,c10d98bbeef0e5a239c2f7b814beb829a49991e5,It was easy once I figured out how to make breakout rooms in Teams so that student could go into small groups.,"My graduate Classical Mechanics course (Goldstein, Poole, and Safko) was already partially flipped and had been for years.  I just had to adjust to doing the synchronous part online.  It worked well, at least from what the students said.","{'neg': 0.0, 'neu': 0.946, 'pos': 0.054, 'compound': 0.2732}","{'neg': 0.0, 'neu': 0.873, 'pos': 0.127, 'compound': 0.4404}","{'neg': 0.0, 'neu': 0.946, 'pos': 0.054, 'compound': 0.2732}",0.4404,0.2732,-0.16720000000000002
79,cc919cae5d292900f77497146f1817249921dc54,"I like teaching synchronously and have already been using lecture capture (for students who miss class), LearningCatalytics, MasteringPhysics, and an e-text. The latter 3 were essential for online teaching, so they did not have to change. I found most students did not participate synchronously, so LearningCatalytics for real-time TPS questions was not very useful (and thus was no longer graded for participation). Delivering exams was problematic. We had access to Respondus' Lockdown Browser and Monitor, so I tried to use both. Most students could use them adequately, though neither turned out very useful in attempting to detect cheating. I could only assume that students were less willing to attempt cheating, and they will adapt and attempt to cheat in the future (they are easily side-stepped by using another device). I was able to deliver multiple-choice self-graded exams through Blackboard.","Most of my teaching strategies were gauged for in-person and real-time feedback about student learning, mainly through in-class questions with Learning Catalytics. In the COVID-19 times, asynchronous learning must always be an option. That shifted much of my strategy and only about 1/3 to 1/2 of the class was interested in engaging synchronously with the course material.","{'neg': 0.0, 'neu': 0.915, 'pos': 0.085, 'compound': 0.6249}","{'neg': 0.148, 'neu': 0.82, 'pos': 0.033, 'compound': -0.9455}","{'neg': 0.0, 'neu': 0.915, 'pos': 0.085, 'compound': 0.6249}",-0.9455,0.6249,1.5704
84,d069839e85ed43f0bf6d3b35f127086345311808,My students turn off their cameras during zoom sessions. I find it very hard to gauge their engagement without visual queues. Student performance on Homework is a bit below historical averages but test performance is statistically indistinguishable from previous years.,"We restructured our labs so that the number of students in the room was extremely limited, allowing about a 12 foot buffer between stations. All students worked independently instead of with a partner. All surfaces in the labs we sanitized by me before each class. We had all classroom doors open with supplemental means enhancing airflow through the room. We had active air purifiers cycling air in the room. We allowed students to miss class without penalty if they had any symptoms. Our university provided testing for all students, my TA, and myself each week.","{'neg': 0.038, 'neu': 0.893, 'pos': 0.068, 'compound': 0.4498}","{'neg': 0.034, 'neu': 0.915, 'pos': 0.051, 'compound': 0.1664}","{'neg': 0.038, 'neu': 0.893, 'pos': 0.068, 'compound': 0.4498}",0.1664,0.4498,0.2834
88,af55eb194123729ee18a72a12e0815d022651186,As a TA i didnt have much control. We recorded the expirements and had students watch them and go about their usual work.,We already had a premade video of the labs to be used. We also offered an online only version of the lab however much improvement is needed for that. I believe we need to provide students the necessary materials to do a lab at home and also give better instructions that are more clear.,"{'neg': 0.0, 'neu': 0.845, 'pos': 0.155, 'compound': 0.8313}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 0.845, 'pos': 0.155, 'compound': 0.8313}",0.0,0.8313,0.8313
105,d9be1f0d0b1c6f01b1f56579d527c9c2c7f0cd3d,"Since the students didn't sign up for distance education and we did eight weeks (of 14) of regular instruction (which uses LON-CAPA for online homework and Top Hat for in-class responses), I tried to maintain an experience as close to the regular classroom experience as before, with synchronous lectures at our usual class time that were recorded for those that couldn't follow synchronously. I eventually figured out how to set up break-out rooms for the in-class activities that we used to do at our 9 person tables, but it was very awkward to visit them in Microsoft Teams. In talking with my student advisees (I have about 20), the quasi-synchronous way that most faculty in our department adopted was more popular (at least for this very odd semester) than the more fully online approaches that other departments tried. The diversity of different approaches that they got across departments was confusing to them. Our faculty are preparing to go more online for fall, especially with lab materials and demos (which did not transition well to the distance learning format).","Thanks to what I figured out in the last 2/3 of Spring semester, I was pretty confident about what I needed to do for Fall. I knew that I was going to use Teams for synchronous lectures for my large intro physics class (54 students) with Top Hat to check on student understanding and to give them some practice with questions. For recitations, I figured out how to divide them into groups so that they could interact while working out problem on paper with TA support. That worked quite well on Teams. I used my TAs to proctor (and record) exams in breakout rooms on Zoom (which allows you to see a gallery of students better). That turned out to be less stressful for the students and more reliable than ProctorTrack (which suddenly shut down for several weeks partway through the semester). As with our face to face classes, we used our LON-CAPA online homework system for homework and pre-class assignments (as usual). We used the Creative Commons Open Stax University Physics as the textbook, as we have done for a several years. For Labs, I created Teams courses for each lab section and put the TAs in control of their section. Labs were a mix of videos of me doing the lab (these required the students to make readings of scales themselves from the videos) and PhETs (for situations like DC circuits where watching me do it would not be rewarding). The generation of the lab videos (and making sure that the closed captions were correct and accurate) was a *large* time sink (I was teaching the only section). My 4 TAs were very helpful.","{'neg': 0.02, 'neu': 0.878, 'pos': 0.102, 'compound': 0.9651}","{'neg': 0.056, 'neu': 0.914, 'pos': 0.03, 'compound': -0.5804}","{'neg': 0.02, 'neu': 0.878, 'pos': 0.102, 'compound': 0.9651}",-0.5804,0.9651,1.5455
107,2101ebcef236cf379c7c5a8dc62ac74efad79f2f,Asynchronous lectures/ synchronous group work supervised by prof and TA (10-11am and 11-12pm eastern US). Zoom breakouts for group work.,"I actually liked the way the spring class was set up (which reflected how it was taught it person), and adapted by fall class to the same format. The format was recorded/written lectures, and in-class worksheets.","{'neg': 0.0, 'neu': 0.924, 'pos': 0.076, 'compound': 0.4215}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 0.924, 'pos': 0.076, 'compound': 0.4215}",0.0,0.4215,0.4215
111,5d9f66c2620acd8c6b57b053c849760888d485af,"There is a big difference between emergency transition and planned transition (such as for the upcoming fall). Essentially all is forgiven in an emergency, but things will be higher stakes in the fall.","There was more time to plan, which made a lot of difference.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.105, 'neu': 0.843, 'pos': 0.052, 'compound': -0.2023}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",-0.2023,0.0,0.2023
113,bf978b29bf7d9642a135d7512ea1d7209d5987eb,"I made my own video recordings of lectures.  The exams changed from in-class, closed book with partial credit to online, open book, multiple choice exams.  

My greatest concern is that students will cheat on the online exams, having a friend help them.  I see no good way to stop this in the current environment.","I taught several introductory physics mechanics labs online in the fall.  The biggest problem I found was that several students obviously doctored their results to match expectations.  I don't know a good way to stop such cheating, or what to do about it when I suspect it.","{'neg': 0.262, 'neu': 0.738, 'pos': 0.0, 'compound': -0.9023}","{'neg': 0.112, 'neu': 0.652, 'pos': 0.236, 'compound': 0.8481}","{'neg': 0.262, 'neu': 0.738, 'pos': 0.0, 'compound': -0.9023}",0.8481,-0.9023,-1.7504
119,9bfb2a9449ff95f9c9cc22107302917f9dc5c6ae,"We're quarter system, so we transitioned over spring break (and are still teaching). Everybody and their grandmother sent out ""how to teach online"" links to hundreds of resources, which was completely overwhelming and as a result not helpful at all. (Not to mention that many of these contradicted each other. And none included the useful info that my university _had_ a template for online courses I could have just pulled into Canvas.)

Most of my prep time was not spent on the class I responded about in the survey (highest-enrollment one, a lecture), but rather on figuring out how to run our lab class remotely.

I feel like we had so many people trying to help that it was counterproductive. From my associate dean ""trying to help"" by changing course fees in ways that we had to undo, to Inside Higher Ed publishing uncountable numbers of ""how to teach online"" articles... like, can you imagine showing up to MIT as a freshman and having every single physics professor on campus come by your dorm room telling you how to learn physics all at once? Individually they may be brilliant and insightful and helpful, but all together you just have to shut every one of them out and ignore it all just to get by.

As for the results, it's confirmed my opinion that online sucks. Even done right, as I'm prepping to do in fall, it just sucks. The connection with students just isn't there, and all the messages, discussion boards, and Zoom office hours in the world don't change that.","We had a lot more time to prepare for fall 2020 than spring quarter. So my classes were better structured, but the amount of revision required (particularly for lab classes) was gigantic, so the end result was still quite rough. And student expectations were much higher in fall, as were the expectations of administration and the Board of Trustees (which liked to blame faculty for enrollment declines). While online was the right call, students were openly talking about dropping out (and some did drop out) because of the lack of face-to-face classes. We need politicians to understand that colleges are not like restaurants. It's sad if a restaurant closes during the pandemic, but restaurants close and open all the time. If a college fails, that's pretty permanent, and could leave an entire region without access to public higher education.

I think one of the primary things to understand is that students taking online by force are a completely different population than students who chose to take online before. So a lot of the ""best practices"" for online teaching were actually irrelevant junk, because they were designed for a different population. A lot of our students had taken online before, and explicitly rejected it in favor of F2F - until the option was taken away. (But my F2F classes couldn't be run during a pandemic, distanced and masked, even if we thought that were safe.)","{'neg': 0.098, 'neu': 0.821, 'pos': 0.081, 'compound': -0.4965}","{'neg': 0.064, 'neu': 0.869, 'pos': 0.067, 'compound': 0.6166}","{'neg': 0.098, 'neu': 0.821, 'pos': 0.081, 'compound': -0.4965}",0.6166,-0.4965,-1.1131
120,5a46d953250bc417cc9af0d8050d6558e5b7e462,"I can only reliably cover about 70% of the same material in the same time.  I keep feeling like a friend who wrote an asynchronous online course.  When asked how it was going with students, he replied, ""I pretend to teach them, and they pretend to learn.""
The Red Skelton character Clem Kadidlehopper was asked how he spelled his name.  ""Wrong, every time!"" was his answer.   Sometimes that is what teaching online feels like.","I was surprised by student response.  Initially students either prospered (most of them), or foundered (a few of them disappeared after the first day).   Perhaps because of my reaching out, fewer than I expected seemed to check out emotionally.  They continued to actively participate and enjoy working together.  
I was surprised when near the end a significant number of students with whom I felt a good connection simply quit, - not taking -or not doing well on the final.  They were simply done, and no encouragement nor new opportunities enticed them. This group of  students was on track to do better than they might have formerly done in one of my face-to-face classes.   But these A or B students dropped two full grades over the last module of the course.  They constituted perhaps 6 to 8% of the class.","{'neg': 0.056, 'neu': 0.788, 'pos': 0.156, 'compound': 0.9136}","{'neg': 0.036, 'neu': 0.836, 'pos': 0.128, 'compound': 0.8016}","{'neg': 0.056, 'neu': 0.788, 'pos': 0.156, 'compound': 0.9136}",0.8016,0.9136,0.11199999999999999
122,8336fc6474b7d261d7a715189bca9a2474003191,preparing video material for students is quite a bit of work but worth the effort. I'll probably do this for future classes too (even face-to-face ones),Our institution has become much more accommodating about online and HyFkex teaching. I learned a lot (especially producing videos and moving to meaningful online exams) and embrace the new opportunities. Teaching Physics is as enjoyable as it has ever been.,"{'neg': 0.0, 'neu': 0.771, 'pos': 0.229, 'compound': 0.8442}","{'neg': 0.0, 'neu': 0.911, 'pos': 0.089, 'compound': 0.3291}","{'neg': 0.0, 'neu': 0.771, 'pos': 0.229, 'compound': 0.8442}",0.3291,0.8442,0.5150999999999999
127,1d254eb12985b501e3bb5b36c397c06b5ef80c76,"We are on the quarter system. I had zero days to implement a last quiz and a final exam to my class of 300+ students at the end of winter quarter (early March) and had to forego most of the rest of the laboratory part of the class since it is meant to be hands-on. I performed my lecture in front of an empty classroom and did the demos for the video, posted the video.  This quarter, spring quarter, they are savvy graduate students so there is less pressure and we are all used to video meetings for my research which is international and based in Europe and elsewhere (particle physics). So it has been pretty easy and the class is small.","In fall my 2nd year grad course was not so different than spring. However, now in winter (we are on quarter system) I'm teaching a 300 student lecture course with 7 TAs and online laboratories, etc, so I wish you had asked me about this one.  Anyway I'm learning a lot, about Canvas quizzes, gradescope, Zoom recordings, white boards, etc.  This one is very difficult.","{'neg': 0.043, 'neu': 0.904, 'pos': 0.053, 'compound': 0.1774}","{'neg': 0.03, 'neu': 0.921, 'pos': 0.049, 'compound': 0.5256}","{'neg': 0.043, 'neu': 0.904, 'pos': 0.053, 'compound': 0.1774}",0.5256,0.1774,-0.34819999999999995
128,5a25bf2bb16cd95112a1dfbc96b2236a204ad921,"I'm spending an extra 10 hours a week writing up detailed course notes and slides, especially for students with limited bandwidth for watching lectures.  This is not sustainable.  One surprising note: I'm getting at least as many questions now, during synchronous lectures, as in an in-person class; a lot of students really like the Zoom ""chat"" feature for this.","Used more ""low value"" assignments to keep students engaged, tried with limited success to encourage more student questions; for some reason, fewer students chose synchronous participation in fall than previous spring","{'neg': 0.103, 'neu': 0.6, 'pos': 0.297, 'compound': 0.8436}","{'neg': 0.061, 'neu': 0.892, 'pos': 0.046, 'compound': 0.0204}","{'neg': 0.103, 'neu': 0.6, 'pos': 0.297, 'compound': 0.8436}",0.0204,0.8436,0.8232
129,4cd19be53bbfdd5dde8391ce1f256a8bb943e1ae,"I took my planned presentations for class and broke them up into 3–10 minute videos, punctuated by single-question zero-stakes quizzes that filled in for my iClicker questions. I had recommended days by which students would get through the videos. Overall, it seemed to go okay, but I was so overwhelmed creating all of the videos that I was not as aware of students' actual performance in the class. Exams were done on ETA with a time limit and access to notes and the textbook. Performance on exams was well above in-person exams, but the style of exams, access to other resources, and additional time present multiple variables, so I can't really constrain how students' learning outcomes changed in the online version of the course.","Upfront and clear communication about class expectations is essential. I had so many students who had to miss class for one reason or another, but would fail to account for it ahead of time, creating nightmares for me when I was giving assessments. I ended up being rather harsh about it simply for my own sanity since I couldn't be dealing with all of these exceptions left and right. My normal policy of dropping lowest scores in various categories was a lifesaver.

Both students and I appreciated having day-to-day responsibilities for the students extremely organized and clear on our LMS. This made things easier for them, and made frequent communication with me about course minutiae unnecessary. I'm very glad I took the time to create extremely organized modules in my LMS.","{'neg': 0.085, 'neu': 0.712, 'pos': 0.202, 'compound': 0.9598}","{'neg': 0.015, 'neu': 0.899, 'pos': 0.085, 'compound': 0.7745}","{'neg': 0.085, 'neu': 0.712, 'pos': 0.202, 'compound': 0.9598}",0.7745,0.9598,0.18530000000000002
134,84d1d02f00aeb26de076eac9533c01a46b5ba702,"Exams became open-book online, because we did not have remote proctoring software initially available and did not want honest students disadvantaged. . This reduced the incentive to understand principles. Instead I saw an even greater reliance on trying to 'pattern match' exam questions with previous problems. 
Hopefully we will have a reliable remote proctoring system in place for the fall and can return to the 'single formula sheet' rule for exams.","Moving to more and more synchronous work, so that students still benefit from peer learning online.","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.4588}","{'neg': 0.12, 'neu': 0.782, 'pos': 0.099, 'compound': -0.1591}","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.4588}",-0.1591,0.4588,0.6179
137,899d5c044fc78043de11eeb4f0f6d9cc1023b2b2,"We used Zoom, but I had lots of difficulty with upload speed. Would have liked to pre-record some lecture slides for important 
topics but did only a few, due to lack of time. I teach very interactively in person, but found that quite difficult online.

Have already lots of handouts and tutorials for this class, which I now posted instead of distributing on paper. I already posted lots of resources  in canvas during the face-to-face time, so students were used to going online regularly. Homework (MasteringPhysics) was already online as were the readiness assessment tests.

Besides the course, I teach the associated lab and a Supplemental Instruction course for the same students, so I have a lot of contact and I knew the students from last semester. The established learning community feeling helped keeping students engaged. I used all my courses as entry points: SI and labs used breakout rooms so there was still small group interaction. I already used online readiness assessments which allow students to ask questions and me to connect one-on-one with them. I put in a lot of my time (from the announcement to go online up to the end of the semester), but the transition was fairly smooth for the students. I am proud I did not lose anyone in this course.

Challenge was to design exams that can be administered online; I do not believe in online proctoring (there are still many ways to cheat and it intrudes privacy). My normal exam style questions include many free response questions with sub-questions, which I felt do not work online. I am not satisfied with multiple choice exams, so I needed to be creative.
 I missed an online option for clickers (had I-clicker before). Zoom polls do not record who responded how.
","The biggest difference was that in Spring 2020 this was a second semester of a course sequence, so I taught all students face to face before and knew them and they knew me. I had excellent rapport with my students. The rest of the spring semester when we went online there was a sense of community and students were actually happy to be together, at least virtual. We all worked together to make the best of the situation.

I found it much harder to connect with the students I only knew from online instruction. Also the motivation of the students was lower in Fall 2020 and many seemed to have the intention of just ""checking the course off"" and having it done, rather then intending to actually learn. For example I had serious cheating issues in Fall 2020. 
I also had excellent academic support offered to my students using both TAs and PLAs as facilitators in study sessions. I found that only a small number of students made use of them (even though this small number did so every week).","{'neg': 0.038, 'neu': 0.84, 'pos': 0.122, 'compound': 0.9423}","{'neg': 0.063, 'neu': 0.824, 'pos': 0.113, 'compound': 0.93}","{'neg': 0.038, 'neu': 0.84, 'pos': 0.122, 'compound': 0.9423}",0.93,0.9423,0.012299999999999978
138,f807499b4370cb15009cb387fe0b27969fd96325,"It's a challenge.  I love teaching face to face and I am old fashioned in that I don't use online HW or tests, so I ended up grading a ton of stuff that each student sent to me online.  It's way too much work, but worth the sacrifice to give the students what i think they need.  I filmed video lectures in rapid fire so that they would have those to watch.  I will do it again for Physics II (majors) and Stat. Mech. for this fall.  I'll have to use virtual labs this fall.  We had finished most of the labs in the spring course face-to-face, and I just said the hell with the rest of them because they aren't all that great anyway.  The poor students looked so demoralized in the Zoom sessions (used to help them solve physics problems).","We use a studio format to teach Physics II (Cal based).  The class is small (12) so I brought them back to campus after four weeks.  Normally there is a lot of interaction because we incorporate labs and problem sessions into the two hour thrice a week meetings.  Not in this case, however.  The distancing and mask requirements made doing labs almost impossible and the students barely interacted with each other during problem sessions.  The only advantage was I could lecture live (even though I had recorded every lecture ahead of time just in case) and the students could ""see"" each other live.  The main advantages to studio format were completely lost.  In a sense, I kind of regretted hauling them all back to campus, even though I know they didn't like Zoom.  As far as labs went, I preferred the virtual ones (and spreadsheet calculations they did on electrostatics) to the live circuit labs.  Why?  Your natural instincts take over when you teach for 30 years and it was all I could do to maintain distancing when I was helping them with labs.  It really wasn't worth it because it was more risk than it should have been.  This coming semester I have 16 in the class and there is no way I'm going to meet with them in a room on campus.  The Covid case count is too high and I'm 64 almost 65 years old.  I'm not taking any chances this time around.  I'll think about going back to campus if and when we all get vaccinated.  Until then, we can Zoom.  One perk about Zoom though, the students could Zoom with me any hour of the day if they had questions.....and they did.  Bottom line: Teaching in person with the pandemic restrictions in place really isn't much fun, and it's nothing like teaching in a normal setting.  Most of my Physics colleagues had classes that were too large to meet face to face, but I told them they were not missing anything.  It will be far more fun when we can teach ""normally"" again.","{'neg': 0.065, 'neu': 0.909, 'pos': 0.026, 'compound': -0.863}","{'neg': 0.145, 'neu': 0.78, 'pos': 0.076, 'compound': -0.9412}","{'neg': 0.065, 'neu': 0.909, 'pos': 0.026, 'compound': -0.863}",-0.9412,-0.863,0.07820000000000005
140,355cdd8e4b90cea03a000d3dd1f33452e96befb5,"Students liked my recorded lecture videos, including the ability to replay them. So content delivery went OK. It's not possible to assure academic integrity in online courses that use endpoint examinations (known workarounds are widely available for defeating proctoring software). As a result, I am trying to transition to more authentic means of assessment, such as recorded video presentations with Q & A, etc. Kits from Hands on Labs (HoL) would have met my learning objectives for labs, but HoL production bottlenecks and added student costs took them off the table. As a result, this summer, I will try conducting synchronous labs from home. Students will be responsible for specifying the parameters of my experiment runs (e.g., how much mass they want me to add to a cart, etc.). Not sure how this will go. I think it will insure engagement. Will try to make it fun - I've enlisted my wife to be my lab assistant!",I taught summer classes so I felt well-prepared to teach in the fall.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.035, 'neu': 0.839, 'pos': 0.125, 'compound': 0.9287}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.9287,0.0,-0.9287
141,0c35e6a7df0ac8c6f6c70eb5607f196adb811b5b,I learned that online teaching is a poor substitute for f2f teaching. Less than half of the students are learning anything useful. Hope we can get back to doing what we are very good at doing - teach f2f.,Online teaching is bad for the students. Can't wait to get back to the real thing - in front of students.,"{'neg': 0.156, 'neu': 0.844, 'pos': 0.0, 'compound': -0.5423}","{'neg': 0.07, 'neu': 0.726, 'pos': 0.204, 'compound': 0.7089}","{'neg': 0.156, 'neu': 0.844, 'pos': 0.0, 'compound': -0.5423}",0.7089,-0.5423,-1.2511999999999999
143,f0bf79edfe23cbde20ece835f32273c0505fb418,Preparing an online lecture is much more time-consuming than an in-person lecture.,Internet reliability issues and proctoring of online exams (we used Proctorio) was the single biggest cause of stress.,"{'neg': 0.141, 'neu': 0.859, 'pos': 0.0, 'compound': -0.4215}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.141, 'neu': 0.859, 'pos': 0.0, 'compound': -0.4215}",0.0,-0.4215,-0.4215
152,229ec532e189ebda93232e3d5525737e64500969,The greatest challenge for me was gauging real-time how students were following the lecture.,"I was teaching a small graduate course in Fall 2020, as opposed to a large undergraduate course in spring 2020, which made an enormous amount of difference.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 0.686, 'pos': 0.314, 'compound': 0.6705}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.6705,0.0,-0.6705
159,5bcd907a2e6f5969f28b7e1e6a0a81df8b7820a4,"Apart from expensive tablet platforms, such as iPad, there is no good tool to write equations and draw diagrams or figures. In physics, this is by far the greatest impediment in delivering the material. Online instruction cannot be easily adapted to a dynamic teaching style in which the instructor draws the students in the discussion.","Online instruction impacts health (via ergonomics and social interactions, or lack thereof) and mental well being. This is not being recognized by academic institutions other than lip service.","{'neg': 0.076, 'neu': 0.855, 'pos': 0.069, 'compound': -0.0516}","{'neg': 0.067, 'neu': 0.779, 'pos': 0.154, 'compound': 0.7553}","{'neg': 0.076, 'neu': 0.855, 'pos': 0.069, 'compound': -0.0516}",0.7553,-0.0516,-0.8069
166,8a04498f23dd7e45a773713d95943fb2099fd1e6,"This experience has been singularly exhausting.   Everything is more work, and everything takes more time, with considerably less personal satisfaction in the job, and less effective results.","Spring was a scramble to have ANYTHING ready.  Fall we were able to take on board lessons learned from the spring.  

We conducted extensive focus groups with students and faculty at the end of the spring to help us all.  The results were analyzed, synthesized, summarized, and shared with the department.","{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.765}","{'neg': 0.078, 'neu': 0.746, 'pos': 0.177, 'compound': 0.4926}","{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.765}",0.4926,0.765,0.27240000000000003
177,7823652c0909468feb11816286c3e7f799832b43,"Online teaching is a very poor substitute for face-to-face contact.  Education cannot be mass roduced, particularly at the upper levels of physics.  We do online because we have to, not because it makes eduational sense.",Online teaching sucks!  I don't get the feedback from the students faces and body language as I can in face-to-face classes.  And I have to give multiple choice tests online; I would NEVER do that in a face-to-face class.  And any administrators who like the transition to online because it saves money should rethink their positions in the wake of what is a demonstrably inferior method of teaching.,"{'neg': 0.082, 'neu': 0.881, 'pos': 0.037, 'compound': -0.4574}","{'neg': 0.093, 'neu': 0.907, 'pos': 0.0, 'compound': -0.5256}","{'neg': 0.082, 'neu': 0.881, 'pos': 0.037, 'compound': -0.4574}",-0.5256,-0.4574,0.06819999999999998
194,d2e547c3ab99c2ee1c10029ea9cf2570bd601a62,I made the new expectations very clear and told my students repeatedly that at all times they should feel they know what is going on in the course.,My course load was increased by one course 3 days before semester as a TA could not travel back to USA.This made my load way too much. I taught 2-3 zoom lectures most days. I felt used.,"{'neg': 0.0, 'neu': 0.938, 'pos': 0.062, 'compound': 0.2732}","{'neg': 0.0, 'neu': 0.9, 'pos': 0.1, 'compound': 0.4391}","{'neg': 0.0, 'neu': 0.938, 'pos': 0.062, 'compound': 0.2732}",0.4391,0.2732,-0.1659
195,3bd15cb4297b6a0ceec6e28bd56b1bced22e983a,"During the two weeks we had to prepare I wanted to make sure that technical glitches would not eat into class time.   (Invariably they did, but were minimized).   Synchronous learning was something that both the class and I wanted-it helped somewhat to preserve the community feel .  However there was much  less peer discussion during Zoom classes.  To facilitate discussion, I would walk away from the meeting for about a minute and I could hear a louder buzz among students. We tried breaking into smaller groups and reconvening but that was clunky so gave up on that.  I like the fact that I could record my class and post it together with the document camera class notes.  But my entire class and I missed the face to face interaction-I could not gauge their understanding, be on the alert for puzzled looks and the feeling of a tight knit community was lost.",Since I was able to meet my studentes face to face it was fine.,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.2023}","{'neg': 0.052, 'neu': 0.885, 'pos': 0.063, 'compound': 0.1655}","{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.2023}",0.1655,0.2023,0.0368
202,e49a05c9b3320c96178065b6c65c783b3b632c31,"Enough of my students had issues at home or were homeless so I changed my instruction to be as equitable as possible and allow them the greatest chance of success. Knowing enough about their lives was essential to my choice of human care over just plain learning the info. I lowered my content goals and don’t mind at all. In addition, I moved from a participation mindset (group work, upper division tutorials, social learning, research based tools) to one of proficiency (but with repeated attempts at solving problems, revisions on exams, etc). The point was to help them eventually arrive at the right place and to help them get there. But half my class never turned in a thing except for the exam and final, meaning no hw, because of other life circumstances (no WiFi at home, no space to work in the trailer, no home, job requirements, depression, quarantine, etc.).",Important to have someone else to answer chat questions in the zoom webinar format.,"{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.2023}","{'neg': 0.086, 'neu': 0.78, 'pos': 0.135, 'compound': 0.8519}","{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.2023}",0.8519,0.2023,-0.6496
209,20aff5d8904a6ccb999e5a6a422fc9d4d646f8f5,"I have been teaching a flipped course for several years, so the switch to online had no impact as far as the preparatory videos, learning checks, and homework. In class meetings students work in groups and, when in person, undergraduate assistants and I move from group to group to discuss the material.  We had to emulate the latter using Zoom breakout sessions.  The limitations of the system meant that I functioned as a traffic cop, steering assistants to individual group breakout rooms.  I was no longer able to devote any time to answering questions myself.  We ran a new separate section for students in an Asian time zone.  Fortunately, one of our assistants was also in such a time zone.  Providing a secure exam was a challenge.  I wound up using Qualtrics, with multiple choice questions delivered to students in random order and not allowing students to go back to a previous question. Extra problems were added to make up for the student not being able to go back, (which was bad on its own and also meant students had to worry more about time management). Students taking the exam were simultaneously logged onto a Zoom session with their mics on (but not video- too intrusive).","I taught a flipped course in Spring 202 so lectures were prerecorded.  In the fall of 2020 I taught an upper level majors course that I had not taught for several years. I found it difficult to balance at the same time all of keeping track of the calculation I was doing in lecture, making sure that my writing was visible to students, referring to my notes, and addressing student questions. I also missed having a large blackboard for calculation which sometimes took several pages on the pad I was sowing via a document camera.","{'neg': 0.053, 'neu': 0.921, 'pos': 0.026, 'compound': -0.34}","{'neg': 0.066, 'neu': 0.904, 'pos': 0.03, 'compound': -0.8126}","{'neg': 0.053, 'neu': 0.921, 'pos': 0.026, 'compound': -0.34}",-0.8126,-0.34,0.47259999999999996
